d,n,p,g,n7,n7g,n7g6
2021-02-16,1657,8932664,405715,1428,1.02107553244766,1.02513333241346
2021-02-17,1899,8932664,406982,1461,1.02893345217968,1.0277488148732
2021-02-18,1710,8932664,408248,1481.85714285714,1.04254821720661,1.03128406511805
2021-02-19,2090,8932664,409742,1599.28571428571,1.04360052705637,1.03248623691434
2021-02-20,1663,8932664,411074,1669.57142857143,1.03433754513195,1.03169772208125
2021-02-21,1227,8932664,412317,1678,1.02452033082917,1.03134008691166
2021-02-22,1899,8932664,413536,1735,1.02809212161878,1.03092769899139
2021-02-23,1968,8932664,414811,1779.42857142857,1.0311942047358,1.03008282569714
2021-02-24,2447,8932664,416075,1857.71428571429,1.02864181109615,1.02893580807401
2021-02-25,1896,8932664,417308,1884.28571428571,1.02924883748761,1.02676258524017
2021-02-26,2496,8932664,418815,1942.28571428571,1.02847129484624,1.02596567990405
2021-02-27,2225,8932664,420351,2022.57142857143,1.02622890237146,1.02485064263659
2021-02-28,1403,8932664,421688,2047.71428571429,1.0233679131051,1.02270851267502
2021-03-01,2193,8932664,423277,2089.71428571429,1.01944226084222,1.02142971560998
2021-03-02,2456,8932664,424817,2159.42857142857,1.01834437857682,1.01995503264664
2021-03-03,2400,8932664,426429,2152.71428571429,1.01741030878194,1.01875084418431
2021-03-04,2352,8932664,428202,2217.85714285714,1.01543545658223,1.01791379578866
2021-03-05,2764,8932664,430221,2256.14285714286,1.01687743086438,1.0176936070294
2021-03-06,2246,8932664,431944,2259.14285714286,1.01817690312616,1.01834651813875
2021-03-07,1948,8932664,433579,2337,1.01783290469204,1.01875867349608
2021-03-08,2522,8932664,435399,2384,1.01612024788352,1.01829575392276
2021-03-09,2413,8932664,437286,2377.85714285714,1.0188100506685,1.01852728681521
2021-03-10,2871,8932664,439078,2445.14285714286,1.02518388693046,1.01864821277912
2021-03-11,3054,8932664,440736,2545.42857142857,1.02577345023796,1.01863929009474
2021-03-12,3034,8932664,442873,2584,1.01644284071104,1.01794458138259
2021-03-13,2524,8932664,444890,2623.71428571429,1.00901559478477,1.01735257893713
2021-03-14,1908,8932664,446681,2618,1.01026133570037,1.01744963801098
2021-03-15,2759,8932664,448707,2651.85714285714,1.01793704097201,1.01836397922387
2021-03-16,2871,8932664,450780,2717.28571428571,1.02318848914268,1.01860755775
2021-03-17,3521,8932664,452866,2810.14285714286,1.02343511731339,1.01885922136952
2021-03-18,3224,8932664,454897,2834.42857142857,1.02021995274845,1.01895476157864
2021-03-19,3651,8932664,457669,2922.57142857143,1.01873397383946,1.01840399887838
2021-03-20,2691,8932664,459936,2946.42857142857,1.01848356793314,1.01692833710974
2021-03-21,2438,8932664,461624,3022.14285714286,1.0192876271902,1.01456224454193
2021-03-22,3021,8932664,463791,3059.57142857143,1.01824425758406,1.01252868311271
2021-03-23,3544,8932664,466145,3155.71428571429,1.0111652825962,1.00977582253052
2021-03-24,3448,8932664,468458,3145.28571428571,1.00121256073981,1.0067448559671
2021-03-25,3214,8932664,470861,3143.85714285714,0.993680306016063,1.00398626284468
2021-03-26,3303,8932664,473458,3094.14285714286,1.00002283669858,1.00221004898742
2021-03-27,2647,8932664,476238,3087.85714285714,1.00712828322404,1.00106105786412
2021-03-28,3235,8932664,478681,3201.71428571429,1.00526882836797,0.999863981028352
2021-03-29,2797,8932664,481503,3169.71428571429,0.996058076727836,0.997344785445313
2021-03-30,3136,8932664,484009,3111.42857142857,0.990380061625739,0.995355639857806
2021-03-31,3394,8932664,486770,3103.71428571429,0.99420643402879,0.99345477962487
2021-04-01,3091,8932664,489771,3086.14285714286,0.999054983596866,0.99111898814954
2021-04-02,3306,8932664,492822,3086.57142857143,0.994742473966297,0.987838871660562
2021-04-03,2818,8932664,495728,3111,0.982489099470775,0.984443632871576
2021-04-04,2329,8932664,498470,2981.57142857143,0.972342978003185,0.981593021117679
2021-04-05,2008,8932664,501666,2868.85714285714,0.971070461677792,0.980042295994278
2021-04-06,2850,8932664,505224,2828,0.975164444890878,0.979585432584052
2021-04-07,2873,8932664,508417,2753.57142857143,0.98009020467055,0.98042422096907
2021-04-08,2514,8932664,511740,2671.14285714286,0.980526696352898,0.982304234695159
2021-04-09,3456,8932664,515054,2692.57142857143,0.979974064290139,0.984611647699491
2021-04-10,1965,8932664,518067,2570.71428571429,0.983094713904375,0.98659836082731
2021-04-11,2059,8932664,520808,2532.14285714286,0.994542356735133,0.989112781524215
2021-04-12,2242,8932664,523865,2565.57142857143,1.00672120450441,0.990714151623122
2021-04-13,3181,8932664,527001,2612.85714285714,1.00429839151463,0.99104202888347
2021-04-14,2737,8932664,530029,2593.42857142857,0.987523960890243,0.989530201441392
2021-04-15,2355,8932664,532787,2570.71428571429,0.976147875182098,0.987461955006669
2021-04-16,2366,8932664,535821,2415,0.978575101018515,0.98737722186535
2021-04-17,2033,8932664,538451,2424.71428571429,0.988404618258764,0.987064750578176
2021-04-18,2013,8932664,541072,2418.14285714286,0.990348066284012,0.98615167012836
2021-04-19,2092,8932664,543500,2396.71428571429,0.982401332652044,0.985187309384203
2021-04-20,2529,8932664,546204,2303.57142857143,0.984191406137948,0.985504046467437
2021-04-21,2619,8932664,549113,2286.71428571429,0.989434875861634,0.98640658699739
2021-04-22,2482,8932664,551745,2304.85714285714,0.991803310969104,0.986400858422081
2021-04-23,1972,8932664,554836,2248.57142857143,0.985759382253139,0.984625153487906
2021-04-24,1897,8932664,557282,2229.14285714286,0.982126807199444,0.98323191301726
2021-04-25,1592,8932664,559548,2169,0.982841159438229,0.981979009109521
2021-04-26,1918,8932664,561692,2144.14285714286,0.980751956159596,0.980606494073785
2021-04-27,2272,8932664,564117,2107.42857142857,0.977747245478757,0.978074109814323
2021-04-28,2156,8932664,566775,2041.28571428571,0.974510558487623,0.975456735195203
2021-04-29,2118,8932664,568942,1989.28571428571,0.974515850681522,0.972924838973616
2021-04-30,1666,8932664,571663,1945.57142857143,0.973607690783753,0.969406672714981
2021-05-01,1538,8932664,573864,1894.28571428571,0.969324123271106,0.965622451540296
2021-05-02,1107,8932664,575851,1825,0.96382597412481,0.961437457831245
2021-05-03,1447,8932664,578020,1757.71428571429,0.956212893192402,0.957707019420369
2021-05-04,1726,8932664,580679,1679.71428571429,0.946630809509843,0.954065886142806
2021-05-05,1391,8932664,583109,1570.42857142857,0.940385363943959,0.950584435728206
2021-05-06,1384,8932664,585311,1465.57142857143,0.941792782065247,0.948395470418772
2021-05-07,1155,8932664,587754,1392.57142857143,0.949193205799264,0.946921453696013
2021-05-08,1062,8932664,589802,1324.57142857143,0.952669308181875,0.94549945657595
2021-05-09,745,8932664,591843,1272.85714285714,0.9484190776588,0.943943161388054
2021-05-10,928,8932664,593815,1198.71428571429,0.943199240423285,0.94275295645541
2021-05-11,1157,8932664,596015,1117.42857142857,0.938820319722469,0.942257417897736
2021-05-12,996,8932664,598156,1061,0.935640428714114,0.941689454063559
2021-05-13,851,8932664,600048,984.857142857143,0.93272797963309,0.940548655502374
2021-05-14,635,8932664,601935,910.571428571428,0.936288881066571,0.940699786719105
2021-05-15,684,8932664,603475,856.571428571429,0.94631103137727,0.942547066667867
2021-05-16,521,8932664,604871,824.571428571429,0.951502881465015,0.945099201742003
2021-05-17,639,8932664,606300,783.285714285714,0.945993997448763,0.947419144689712
2021-05-18,844,8932664,608020,738.571428571429,0.941193257975453,0.949363377664712
2021-05-19,611,8932664,609348,683.571428571429,0.949188428818688,0.951256511953956
2021-05-20,661,8932664,610777,656.428571428572,0.962456764771791,0.954074154897046
2021-05-21,569,8932664,612068,647,0.969222245272188,0.955574304450429
2021-05-22,509,8932664,613194,622,0.962573096146541,0.955804188370968
2021-05-23,350,8932664,614076,597.571428571429,0.94733507648031,0.956122942306131
2021-05-24,407,8932664,614943,564.428571428571,0.944105757982105,0.957153718592654
2021-05-25,485,8932664,616029,513.142857142857,0.95270202022902,0.959787745425178
2021-05-26,607,8932664,616870,512.571428571429,0.96511797189131,0.963090498195531
2021-05-27,536,8932664,617749,494.714285714286,0.968012306151844,0.964093872728611
2021-05-28,423,8932664,618535,473.857142857143,0.966201596299322,0.965212166847912
2021-05-29,385,8932664,619354,456.142857142857,0.975124269938413,0.966160161408352
2021-05-30,326,8932664,620018,452.714285714286,0.986267942805444,0.966744633926739
2021-05-31,359,8932664,620701,445.857142857143,0.977927875383816,0.966184456370611
2021-06-01,489,8932664,621549,446.428571428571,0.954960217770995,0.96299561615515
2021-06-02,305,8932664,622166,403.285714285714,0.936864608072158,0.960488665586111
2021-06-03,351,8932664,622719,376.857142857143,0.939405722807169,0.960933846180511
2021-06-04,284,8932664,623203,357,0.961834511826595,0.961950224478305
2021-06-05,326,8932664,623754,348.571428571429,0.97744120837225,0.963056397270768
2021-06-06,311,8932664,624113,346.428571428571,0.977684190814722,0.963536685102177
2021-06-07,308,8932664,624609,339.142857142857,0.971766086697383,0.961961569392054
2021-06-08,355,8932664,625220,320,0.965302281943295,0.960216566008602
2021-06-09,287,8932664,625701,317.428571428571,0.962278600679009,0.955043306046122
2021-06-10,226,8932664,626171,299.571428571429,0.956437971609032,0.947434662590313
2021-06-11,198,8932664,626595,287.285714285714,0.939479873578673,0.938859538431883
2021-06-12,207,8932664,627045,270.285714285714,0.921864053607327,0.930474780509043
2021-06-13,103,8932664,627357,240.571428571429,0.902931605471675,0.923394657582225
2021-06-14,147,8932664,627760,217.571428571429,0.897032653741657,0.920549250522821
2021-06-15,180,8932664,628126,192.571428571429,0.903341765156566,0.920071278430817
2021-06-16,171,8932664,628463,176,0.917907527266886,0.923145879309559
2021-06-17,131,8932664,628852,162.428571428571,0.92987946198868,0.927281521590046
2021-06-18,149,8932664,629209,155.428571428571,0.943592799120734,0.933242227159553
2021-06-19,108,8932664,629510,141.285714285714,0.957400026219632,0.940264278473227
2021-06-20,115,8932664,629727,143,0.962081617970184,0.945797842618006
2021-06-21,102,8932664,629941,136.571428571429,0.951648442963707,0.948221614977314
2021-06-22,116,8932664,630235,127.428571428571,0.938434803627764,0.94963070313024
2021-06-23,99,8932664,630412,117.142857142857,0.944882848929379,0.951879627334446
2021-06-24,108,8932664,630637,113.857142857143,0.954317244394851,0.954338142191354
2021-06-25,117,8932664,630810,109.285714285714,0.954242812437255,0.957361022925448
2021-06-26,66,8932664,630976,103.285714285714,0.953170455295911,0.95977534939475
2021-06-27,73,8932664,631139,97.2857142857143,0.963846221633952,0.965470342737007
2021-06-28,93,8932664,631306,96,0.975864815806126,0.972078405430133
2021-06-29,106,8932664,631484,94.5714285714286,0.983234142843202,0.978099708890753
2021-06-30,80,8932664,631648,91.8571428571429,0.984451710064369,0.983815227502025
2021-07-01,108,8932664,631805,91.8571428571429,0.988901450109538,0.992156563374819
2021-07-02,104,8932664,631933,90,0.994242297079899,1.00319736684359
2021-07-03,68,8932664,632111,90.2857142857143,1,1.01559648032788
2021-07-04,73,8932664,632198,90.2857142857143,1.0105044899364,1.02885175331879
2021-07-05,102,8932664,632322,91.5714285714286,1.03254139494912,1.04422193340228
2021-07-06,126,8932664,632459,94.4285714285714,1.06873399284686,1.06127983355329
2021-07-07,148,8932664,632589,104.142857142857,1.09629877292079,1.0768774989404
2021-07-08,198,8932664,632708,117,1.10372019994408,1.0893788924967
2021-07-09,178,8932664,632813,127.571428571429,1.10156121751634,1.09852333756192
2021-07-10,154,8932664,632893,139.857142857143,1.10772430689979,1.10687074940673
2021-07-11,184,8932664,632982,155.714285714286,1.1182604413037,1.11200164053229
2021-07-12,245,8932664,633053,176.142857142857,1.12080701218834,1.11190488323522
2021-07-13,274,8932664,633160,197.285714285714,1.11489038095908,1.10774167555424
2021-07-14,301,8932664,633259,219.142857142857,1.11565955342631,1.10153853214092
2021-07-15,353,8932664,633362,241.285714285714,1.11764537768889,1.09457074351012
2021-07-16,429,8932664,633483,277.142857142857,1.10156334243865,1.08440897757324
2021-07-17,336,8932664,633589,303.142857142857,1.07281418381563,1.07065294856665
2021-07-18,265,8932664,633703,314.714285714286,1.0479333974194,1.05723514741689
2021-07-19,336,8932664,633839,327.714285714286,1.04137113700721,1.04576419028065
2021-07-20,363,8932664,634005,340.428571428571,1.04073989780527,1.0355895841444
2021-07-21,419,8932664,634177,357.285714285714,1.02558520898909,1.02764556220761
2021-07-22,420,8932664,634368,366.857142857143,1.00448537815784,1.02103460378135
2021-07-23,342,8932664,634598,354.428571428571,0.994754454044343,1.01875367957005
2021-07-24,325,8932664,634850,352.857142857143,1.001329080863,1.02110331774227
2021-07-25,315,8932664,635043,360,1.02191224898515,1.02455081680016
2021-07-26,365,8932664,635300,364.142857142857,1.03666693749839,1.02826902605246
2021-07-27,547,8932664,635581,390.428571428571,1.04279119852544,1.03096254833855
2021-07-28,506,8932664,635898,402.857142857143,1.04714821201747,1.03275290455706
2021-07-29,531,8932664,636182,418.714285714286,1.04653623694457,1.03332374675842
2021-07-30,544,8932664,636558,447.571428571429,1.04059865705313,1.03094149653974
2021-07-31,420,8932664,636894,461.142857142857,1.02608048109326,1.02649518403089
2021-08-01,346,8932664,637216,465.571428571429,1.01439739698112,1.02278302462926
2021-08-02,402,8932664,637515,470.857142857143,1.00976526065784,1.01962667401947
2021-08-03,595,8932664,637905,477.714285714286,1.00925107685598,1.01889999909324
2021-08-04,497,8932664,638311,476.428571428571,1.0097271275847,1.02047568046364
2021-08-05,600,8932664,638771,486.285714285714,1.01598842045315,1.0246744375271
2021-08-06,571,8932664,639201,490.142857142857,1.02419116947102,1.03174618483005
2021-08-07,562,8932664,639609,510.428571428572,1.03335978080591,1.04011775098127
2021-08-08,437,8932664,639987,523.428571428572,1.04707351920993,1.04819870105949
2021-08-09,615,8932664,640361,553.857142857143,1.06259890350417,1.05584675362929
2021-08-10,873,8932664,640853,593.571428571429,1.0766216731453,1.06151856069738
2021-08-11,859,8932664,641343,645.285714285714,1.08106368965557,1.06449296363406
2021-08-12,968,8932664,641799,697.857142857143,1.07552107960874,1.06557573932548
2021-08-13,950,8932664,642248,752,1.06670984957364,1.06434708276006
2021-08-14,831,8932664,642698,790.428571428572,1.05866680844333,1.06238151487375
2021-08-15,795,8932664,643125,841.571428571429,1.05385881807631,1.05925883071394
2021-08-16,876,8932664,643571,878.857142857143,1.05506667110348,1.05565157745336
2021-08-17,1212,8932664,644090,927.285714285714,1.05628274955407,1.05220038816624
2021-08-18,1290,8932664,644695,988.857142857143,1.05533098401237,1.04901409238682
2021-08-19,1312,8932664,645293,1038,1.0487419897717,1.04541122233301
2021-08-20,1286,8932664,646037,1086,1.0394026949975,1.04154247605435
2021-08-21,1105,8932664,646645,1125.14285714286,1.03323678912381,1.03725245786915
2021-08-22,982,8932664,647299,1151.85714285714,1.03367126081475,1.03376764002738
2021-08-23,1155,8932664,647982,1191.71428571429,1.03479277911701,1.03022750727005
2021-08-24,1618,8932664,648875,1249.71428571429,1.02950161424292,1.02630388027201
2021-08-25,1452,8932664,649636,1272.85714285714,1.0190304592715,1.02297592420363
2021-08-26,1403,8932664,650449,1285.85714285714,1.01409844874811,1.02041009635331
2021-08-27,1373,8932664,651368,1298.28571428571,1.01552816576465,1.01916268970931
2021-08-28,1344,8932664,652307,1332.42857142857,1.01622739620883,1.0192267090007
2021-08-29,1084,8932664,653125,1347,1.01659834854764,1.01950776709271
2021-08-30,1283,8932664,653931,1365.28571428571,1.01627347823968,1.02065178210684
2021-08-31,1851,8932664,655070,1398.57142857143,1.01879747263225,1.02308960039417
2021-09-01,1557,8932664,656166,1413.57142857143,1.02659392284179,1.02605459796986
2021-09-02,1691,8932664,657314,1454.71428571429,1.03342426709278,1.02947206529727
2021-09-03,1930,8932664,658500,1534.28571428571,1.03470193108131,1.03227926960488
2021-09-04,1579,8932664,659634,1567.85714285714,1.03318199985791,1.03444381774272
2021-09-05,1388,8932664,660722,1611.28571428571,1.03467786451834,1.03604481901208
2021-09-06,1800,8932664,661881,1685.14285714286,1.04099523147467,1.03608592995314
2021-09-07,2302,8932664,663074,1749.57142857143,1.04542651386372,1.03477782857484
2021-09-08,2166,8932664,664485,1836.57142857143,1.04339565353876,1.03218605534757
2021-09-09,2336,8932664,665833,1928.71428571429,1.03538073329298,1.02821870843365
2021-09-10,2243,8932664,667181,1973.42857142857,1.02193950871042,1.02364391682465
2021-09-11,1834,8932664,668690,2009.85714285714,1.01045663807839,1.01835278567282
2021-09-12,1389,8932664,669993,2010,1.0076696798464,1.01272447704633
2021-09-13,1845,8932664,671432,2016.42857142857,1.00989097168748,1.00802010254462
2021-09-14,2601,8932664,673154,2059.14285714286,1.00953225764918,1.00282999351985
2021-09-15,2317,8932664,674628,2080.71428571429,1.00146085340663,0.997155505896501
2021-09-16,2207,8932664,676270,2062.28571428571,0.989033499163142,0.991702765307712
2021-09-17,2026,8932664,677933,2031.28571428571,0.98331758144964,0.986597707428419
2021-09-18,1428,8932664,679631,1973.28571428571,0.980897417575916,0.982502221168812
2021-09-19,1334,8932664,681283,1965.42857142857,0.976451619393175,0.979064228199041
2021-09-20,1377,8932664,683024,1898.57142857143,0.969493816104577,0.976583847468543
2021-09-21,2108,8932664,685307,1828.14285714286,0.964158808785235,0.976668480848739
2021-09-22,1839,8932664,687145,1759.85714285714,0.967645633574721,0.979803041149175
2021-09-23,1812,8932664,689011,1703.42857142857,0.976436749463038,0.98461922278925
2021-09-24,1820,8932664,691005,1674,0.988125037810437,0.990184696313791
2021-09-25,1383,8932664,692908,1667.57142857143,1.00014157287535,0.995596475119089
2021-09-26,1382,8932664,694697,1674.42857142857,1.01388739334736,1.00134918588943
2021-09-27,1587,8932664,696334,1704.42857142857,1.02209144060166,1.00574059150661
2021-09-28,2619,8932664,698623,1777.42857142857,1.01828465592597,1.00749018955209
2021-09-29,1927,8932664,700604,1790,1.00706121438359,1.00724584337436
2021-09-30,1736,8932664,702719,1779.14285714286,1.00114827462891,1.00640964667085
2021-10-01,1808,8932664,704575,1777.42857142857,1.00317456881573,1.00556221319891
2021-10-02,1557,8932664,706350,1802.28571428571,1.00242295502622,1.00445270780479
2021-10-03,1372,8932664,707876,1800.85714285714,0.999322731571325,1.00319391774373
2021-10-04,1453,8932664,709551,1781.71428571429,0.999442726879646,1.00247994841083
2021-10-05,2682,8932664,711960,1790.71428571429,1.00433749440843,1.00314105149078
2021-10-06,2037,8932664,713795,1806.42857142857,1.00769903553755,1.00372496563144
2021-10-07,1851,8932664,715865,1822.85714285714,1.00662015320643,1.00387925491477
2021-10-08,1877,8932664,717935,1832.71428571429,1.00296416886434,1.00467395127647
2021-10-09,1583,8932664,719822,1836.42857142857,1.00139066760717,1.00654168399103
2021-10-10,1294,8932664,721490,1825.28571428571,1.00259666506578,1.00948102473614
2021-10-11,1595,8932664,723154,1845.57142857143,1.00483900922657,1.01321967567497
2021-10-12,2728,8932664,725355,1852.14285714286,1.01198170991156,1.01857703165372
2021-10-13,2113,8932664,727013,1863,1.02286009530457,1.02580123651458
2021-10-14,2397,8932664,728832,1941,1.03420646250989,1.0341435979639
2021-10-15,2387,8932664,730793,2013.85714285714,1.04097748840642,1.04198310427864
2021-10-16,2150,8932664,732529,2094.85714285714,1.04832691777543,1.04946057963373
2021-10-17,2000,8932664,734315,2195.71428571429,1.06062411963287,1.05605494760595
2021-10-18,2731,8932664,736047,2358,1.07274112820747,1.06047887973735
2021-10-19,3990,8932664,738361,2538.28571428571,1.07546041280398,1.06196477205921
2021-10-20,3628,8932664,740234,2754.71428571429,1.07019708777088,1.06015695484105
2021-10-21,3482,8932664,742063,2909.71428571429,1.06503217159531,1.0568383703863
2021-10-22,3708,8932664,744100,3098.42857142857,1.0578244187081,1.05411533037246
2021-10-23,3534,8932664,746165,3296.14285714286,1.04811324711641,1.05153717409634
2021-10-24,2804,8932664,748121,3411,1.03531798575782,1.04978243514033
2021-10-25,3452,8932664,750330,3514,1.02713097668781,1.04973854329737
2021-10-26,4490,8932664,753215,3585.42857142857,1.03715646306432,1.05146589316338
2021-10-27,4317,8932664,755683,3683.85714285714,1.05858865413421,1.05515278448683
2021-10-28,5952,8932664,758253,4036.71428571429,1.07496195320062,1.05998344983787
2021-10-29,5994,8932664,761143,4363.28571428571,1.07555603669189,1.06430500530733
2021-10-30,5643,8932664,763977,4664.57142857143,1.0654303977172,1.06839701480986
2021-10-31,4809,8932664,766753,4951,1.05911985388718,1.07120662334235
2021-11-01,5297,8932664,770002,5214.57142857143,1.06791738636215,1.07343493895361
2021-11-02,6593,8932664,773898,5515,1.08432836879326,1.07446742856594
2021-11-03,8996,8932664,777247,6183.42857142857,1.0927732023553,1.07402287415894
2021-11-04,9836,8932664,780762,6738.28571428571,1.08360963693674,1.07250933368859
2021-11-05,9751,8932664,784752,7275,1.06735075827981,1.0689927911907
2021-11-06,8165,8932664,788733,7635.28571428572,1.05701275618672,1.06536662253101
2021-11-07,8052,8932664,792960,8098.57142857143,1.05850748328166,1.06180422828572
2021-11-08,7782,8932664,797390,8453.57142857143,1.06676236832856,1.05832391444421
2021-11-09,12013,8932664,802861,9227.85714285714,1.06129345051078,1.05393487424211
2021-11-10,13305,8932664,808005,9843.42857142857,1.04758979945868,1.04997045304871
2021-11-11,10693,8932664,813099,9965.85714285714,1.03730002465026,1.0469537986088
2021-11-12,12774,8932664,818524,10397.7142857143,1.03922611581708,1.0457923899283
2021-11-13,11542,8932664,824678,10880.1428571429,1.04380608898815,1.04399584949971
2021-11-14,11309,8932664,830263,11345.4285714286,1.04535799977636,
2021-11-15,11072,8932664,836230,11815.4285714286,1.04375360112413,
2021-11-16,16728,8932664,842731,12489,1.04313517259409,
2021-11-17,15346,8932664,849422,12780.5714285714,1.0391756233824,
2021-11-18,15884,8932664,856046,13522.1428571429,,
2021-11-19,14333,8932664,862002,13744.8571428571,,
